,cid,podcaster_id,title,episode_count,sub_count,primary_cid
1033,2407055,13650022.0,PurpleSmile,3,11,
1034,3281518,,021sir Podcasts,2,1,
1035,4220954,15104621.0,انجمن اسلامی دانشجویان پیشرو,3,5,
1036,2974254,,Kamilgraphic,1,4,
1037,3095019,,Book read,11,4,
1038,4647311,23793729.0,درمان های زیبایی مرکز دندانپزشکی لبخند زیبا,2,26,
1039,4992068,23546094.0,دفاع مقدس مقدس,6,23,
1040,4685785,24046825.0,Radio Karafarini | رادیو کارآفرینی,68,460,
1041,4957365,24786607.0,حیرانیون | heyranion,31,304,
1042,4820562,,Khat khati Episode 1,4,2,
1043,2759522,,روزهای خوب,6,1,
1044,4478212,,رادیو صادق,1,0,
1045,4449308,,آرزوی قشنگ,1,1,
1046,5225395,27347439.0,رادیو فسون,1,4,
1047,4366635,,Vittorio,1,0,
1048,4651850,,Mia,3,0,
1049,4047614,,440 Hz,2,0,
1050,3290120,,God is love,2,1,
1051,4408937,,استوری,2,0,
1052,2794511,,کافی مدیا,4,12,
1053,2737576,11113888.0,radioqulakh,1,8,
1054,4656932,23597444.0,پادکست دکلمه های عاشقانه,18,141,
1055,2163816,14054721.0,پودیوم,1,530,
1056,4027428,,Hero,1,0,
1057,4189048,22202400.0,Radio Delbar | قصه ها,15,117,
1058,2701993,,First,2,0,
1059,3569149,,کوچه‌ ی ایفل,1,5,
1060,2525534,,دایناسور ها,23,66,
1061,4777350,,بی پولی,1,73,
1062,4527691,,انتخاب رشته,7,64,
1063,4120688,,حقوق بشر و صهیونیسم,1,16,
1064,3115782,,MojPod,1,1,
1065,4819397,23353010.0,Maddmagmedia | مجله مَد,2,29,
1066,4187812,,قصه کوتاە,1,2,
1067,3459682,20099775.0,MDXP,10,404,
1068,4589513,22358372.0,بدو پسر,2,8,
1069,3164950,,افسانه های آذربایجان,1,101,
1070,3554421,,تله های زندگی,1,90,
1071,3642931,12819871.0,Covid Nameh 19 | کوویدنامه ۱۹,13,23,
1072,3052148,19026944.0,موج‌گیم | MowjGame,1,14,
1073,2543570,16990342.0,Mohabat Alliance Church (Sermons / گفتارها، موعظه ها),14,2,
1074,2530434,16882807.0,POPCast پاپ کست,6,41,
1075,2673014,,بزرگترین شفا دهنده درون من است,2,28,
1076,3811623,,امیرمهدی آشیان,1,0,
1077,5661831,25144629.0,ماه در آب,7,6,
1078,5324892,27107281.0,رادیو سو,8,80,
1079,5106652,,HELLENIKA,2,3,
1080,5332121,28262333.0,کتابها و کمی هم زندگی,14,41,
1081,3279297,,امیر,1,0,
1082,5526044,,#مثبت_صبر,3,3,
1083,4195503,,صدای شبانگاه با حامی,1,4,
1084,4497655,,اکوایران,70,45,
1085,2980849,,اکوایران,10,604,
1086,2563776,,Warm_up(fit),1,1,
1087,5089159,26814694.0,SetarehShabkook | ستاره ی شبکوک,7,4,
1088,3343023,,درد يا درمان,1,3,
1089,3941767,,غزلیات ناب,1,2,
1090,3539006,,انرژی,1,7,
1091,4364693,,هلو ورد,2,2,
1092,3324109,,الا یا ایها الساقی,1,9,
1093,3415272,,شراب,1,2,
1094,3309894,,ثبت اختراعات,1,17,
1095,2372166,,Peyk e Yazdan | پادکست پیک یزدان,55,122,
1096,4395036,,ناخن ها💅🏻,1,7,
1097,5649455,19662074.0,هرکست | Harcast,8,408,
1098,5580945,,Dastanhayi Baraye Nojavanan | پادکست داستان‌هایی برای نوجوانان,16,8,
1099,2616205,14080860.0,شهرام بزرگمهر - نیمکت خالی / Shahram Bozorgmehr - Nimkate Khali,1,3,
1100,2717408,,منجی,1,0,
1101,4950972,25061497.0,miiim school | مدرسه میم,6,1362,
1102,5555246,17951253.0,نقاش سکوت (بیمار خاموش) الکس مایکلیدیس,89,44244,
1103,2768320,,کتاب رضاشاه اثر صادق زیباکلام,32,5658,
1104,3917825,18635940.0,Radio jedal /پادکست ورزشی رادیو جدال,12,10,4007681.0
1105,4007681,18635940.0,Radio jedal /پادکست ورزشی رادیو جدال,12,393,
1106,4985664,26058941.0,StartupMentors,76,160,
1107,2550596,,IPWNA,9,54,
1108,5051803,20623553.0,Ardiland,40,355,
1109,3460384,,1984-farsi,17,1096,
1110,5471850,28972878.0,Felbedahe,45,48,
1111,2600921,,SakiCoach مربی حسابداری,32,1468,
1112,5238603,27436053.0,وضعیت سفید,3,31,
1113,5534413,,Medade Narenji | پادکست مداد نارنجی,22,26,
1114,5519266,,قصه های کوتاه از هیربد هیومن,12,44,
1115,5078212,,مهاجرت با elovisa,46,123,
1116,4981539,,مهاجرت با elovisa,46,8,5078212.0
1117,2813687,,شہـنــامه خوانـی,1,2,
1118,3488383,20162209.0,بورساوای تحلیل | A BourseAva,36,34,
1119,4220332,,آژمان شو,6,10,
1120,3519187,,عشق,1,10,
1121,2884854,,عتیقه,1,2,
1122,5201637,27201312.0,پادکست پیشِ‌رو,14,277,
1123,5213384,,وایت پیپر,10,53,
1124,4735995,,sooezan,2,8,
1125,3424923,,MyVocalDiary,1,0,
1126,3403305,,Fafa,1,0,
1127,3707961,,مشتاقی,1,0,
1128,2534170,,nafas.0922,1,0,
1129,3442554,,مقدمه ساخت پادکست با گوشی همراه,1,12,
1130,3453494,,Amir,1,0,
1131,3747907,,قصه گویی روشا و مامان الهام,1,6,
1132,3125706,,خلیج فارس,1,0,
1133,4271108,,استاندارد طراحی هتل ۳ ستاره,1,7,
1134,3213092,,شعر,1,5,
1135,3372678,,شعر,1,4,
1136,3379369,,انیمیشن,1,6,
1137,2960017,,روزه,1,1,
1138,3171683,,baku radio,1,3,
1139,2605919,,بازدید- پیرامون عکاسی,21,1644,
1140,2588817,,چطور عضله سوزی نکنیم؟!,1,22,
1141,3920065,20523786.0,Coin-Home,1,0,
1142,2082423,,"A short trip to the land of "" Digital Marketing "" by : Kaveh Alemi",2,6,
1143,4601493,21355220.0,زواله خواب,1,9,
1144,3902983,,رادین صدری,1,0,
1145,3329739,,RadioRoshan,2,3,
1146,4482236,16366292.0,Tech+ | Siavash Beheshti,1,13,
1147,2988243,,زوم تک,1,0,
1148,3621646,,Cnemacast - سينما كست,3,108,
1149,3787476,,پادکست شماره ۱ نیشابور بزرگ,1,1,
1150,2716920,18094412.0,پارچه شناسی,8,224,
1151,3642932,12819871.0,Nokteh | پادکست نکته,54,162,
1152,2212071,,OlympiadCast,14,54,
1153,4238602,,داستان کوتاه نوزادی,4,41,
1154,4043948,,شعر کوچه,1,5,
1155,2958923,14846862.0,رادیو دیجیتال مارکتینگ | Digital Marketing Radio,3,177,
1156,2785748,,منچینگ,2,12,
1157,2573530,,نود و نه نکته,21,28,
1158,2999790,,کوچه مردها !,1,3,
1159,3665187,,مناجات,1,52,
1160,4168387,,افزایش استنادات مقالات- پارت یک,3,1,
1161,4568323,,گوهران,4,50,
1162,2199062,10674834.0,GhahvehKhaneh | قهوه‌خانه,3,349,
1163,1295816,,زمان,8,25,
1164,4032551,,مرکز مشاوره و برنامه ریزی کنکور دکتر کنکور - دکتر هادی شکری,2,99,
1165,3976300,,مرا بخوان...,1,0,
1166,3864718,,تاریخ علم کلام در تشیع امامی,2,61,
1167,3688013,,Avang | آونگ,3,14,
1168,2588552,7470845.0,پادکست فارسی – دیج ایمیج,33,2740,
1169,4031893,,دعای ربانی,1,2,
1170,3466830,,سینما نگار,2,38,
1171,4612966,23584912.0,رادیو گراف هینت,14,60,
1172,3510114,,فوتبالمانیا,2,11,
1173,3302095,19635485.0,VIAN podcast,23,152,
1174,3005673,,بورس نامه با علیرضا قدربلند,11,358,
1175,3658876,,رادیو بلند پروازان,4,60,
1176,3584034,,رنگ آمیزی,1,1,
1177,4609962,,توسعه گردشگری ورزشی,13,14,
1178,4656588,22998040.0,گیلکی جان,4,42,
1179,4906334,,Cheshmeye khaterat چشمه خاطرات,10,34,
1180,5438502,,وقت قصه - vaghte ghese,29,3,
1181,4705081,17985623.0,Book Land Podcast | پادکست بوک لند,7,44,
1182,2166670,14080860.0,شهرام بزرگمهر - یک مسئله کوچیک / Shahram Bozorgmehr - Yek Masealeh Ye Koochik,1,1,
1183,1307908,9076227.0,Dastan,0,205,2434881.0
1184,2125240,9076227.0,Dastan,7,437,2434881.0
1185,2434881,9076227.0,Dastan,7,975,
1186,3694937,,Be Sooye Donyaye Behtar | پادکست به سوی دنیای بهتر,57,93,
1187,2373063,,Be Sooye Donyaye Behtar | پادکست به سوی دنیای بهتر,57,44,3694937.0
1188,2434398,10695324.0,مثل یه پرستو,12,52,
1189,2422979,16057709.0,Real Dreams,3,26,
1190,4713871,,captalk /کپ تاک,6,56,
1191,3494949,19871637.0,Gooshmaahee,21,247,4926633.0
1192,3114268,,خاطرات یک ذهن زنده,2,24,
1193,4603651,,مریم,1,0,
1194,3514364,,شاه کست,1,6,
1195,3576840,20475661.0,43-Hertz |پادکست فارسی 43 هرتز,1,17,
1196,2477872,,پادکست شجاعت - وحید زمانی,2,78,
1197,3511963,,کیمیاگر,1,294,
1198,3860855,,رادیو مدرسه,6,0,3783969.0
1199,3231947,16142218.0,چهلستون,38,756,
1200,3916798,,نامه‌یی از بلخ,11,15,
1201,3047164,,Abuata Podcast,5,10,
1202,3002534,,دوست داشتم کسی جایی منظرم باشد,1,53,
1203,3472328,,پیش از این‌ها,3,9,
1204,4170780,,رادیو‌ وو/Radiovoo,3,4,
1205,5088130,26812521.0,Ravaangardi | روانگردی,7,14,
1206,5543215,,Khak-e Tabnak | خاک تابناک,40,4,
1207,5582983,,heshmate fatemi-حشمت فاطمی,35,0,
1208,3191159,,مجله همشهری - ۱,1,1,
1209,4435924,,Daarbast | داربست,3,12,
1210,3631371,,شوق مهدی,1,2,
1211,4765181,,شعر و قصه با آقا نويد,3,3,
1212,5236214,,Radio Torino,4,3,
1213,2196319,,رادیو پیک - طنزهای رادیویی,76,303,
1214,2480616,,takshakh | تکشاخ,9,112,
1215,3931357,21635810.0,تراژدی آموزش,1,61,
1216,3743987,,سلام از ماست,1,3,
1217,4792787,24169221.0,رادیو تنها,45,6025,
1218,2438297,15186100.0,Graph Podcast | پادکست گراف,1,10,
1219,3991001,,ژ,2,0,
1220,2166649,14080860.0,شهرام بزرگمهر - بهترین آرزوها / Shahram Bozorgmehr - Behtarin Arezooha,1,1,
1221,1538902,,الفخوان,3,1,
1222,4599232,,Hall Statt,1,1,
1223,3443754,,Storyo Podcast|پادکست فارسی استوریو,4,16,
1224,2389669,,قصه نوید,10,17,
1225,5363219,28242478.0,Berkeh Radio,12,6,
1226,3618967,,www.haanoon.ir,4,1,
1227,3838419,,Va.Radio,1,0,
1228,2741934,,MarketingCast,1,2,
1229,3988871,,CheshmAndaz,1,0,
1230,2550724,16759788.0,استاد عباسمنش,31,7635,
1231,3651668,,تاتیرات مثبت کرونا,1,4,
1232,5063486,21045570.0,Bahman Chehel Amirani | Cultural Anthropologist,3,1,
1233,3699541,,Farhang,1,0,
1234,3054360,,The Mr. H,1,3,
1235,2987385,,Abodani,3,1,
1236,2874994,,goodbooks_fa,1,11,
1237,4383653,,قصه کودکانه زنبورنگ@zanboorang,1,202,
1238,4238547,,Learn persian,1,19,
1239,3875117,,خدای مهربان,1,0,
1240,3986412,,Banbishn | رادیو بانبشن,3,12,
1241,3364855,,هنر جنگ,22,1532,
1242,2587260,,هنر جنگ,2,129,
1243,2386558,,هنر جنگ,23,123,3364855.0
1244,4515571,18484701.0,مختلف‌خوان | Diverse Podcast,6,40,
1245,2182373,,پادکست زومیت / Zoomit Podcast,11,1686,
1246,3621951,20617974.0,روزگار دوزخی آقای ایاز (The Infernal Times of Mr. Ayaz),15,307,
1247,5551858,17421722.0,Shiraz,2,25,
1248,4788157,17421722.0,Shiraz,2,20,5551858.0
1249,3686041,,چرا MBA؟,1,10,
1250,3332972,21649345.0,نامه به کودکی که هرگز زاده نشد,24,2124,
1251,3514866,,کتاب لقمه,1,8,
1252,4095935,,مزدوران شیطان 😈,1,9,
1253,3139429,19245997.0,Lets Talk Music - LTM بیاید به زبان موسیقی حرف بزنیم,2,16,
1254,3683087,,خاطره بازی,1,22,
1255,3824859,,رخداد,6,177,
1256,3535796,,کوییرنوا,5,112,
1257,3681800,,سینوهه پزشک مخصوص فرعون,1,331,
1258,2558104,,ابله و ابله‌تر,2,49,
1259,3029356,,عزت نفس,1,113,
1260,3546364,,رادیو هیپنوتیزم,6,132,
1261,4206349,,ALI SAYS! داستان زندگی من,1,809,
1262,4209255,,همراه تا درمان,3,61,
1263,3700528,,This is moshown,5,4,
1264,4620189,,Radio Sophie,5,30,
1265,3938257,,روخواني كتاب هاي داستان كودكان,2,79,
1266,4614837,16805835.0,با هوش,13,0,2521827.0
1267,4804407,,مینی بوک,2,6,
1268,4642983,,hosein ghorbanian,3,1,
1269,3799187,,تاریخچه اپیدمی ها در جهان بخش ۱,1,18,
1270,2542678,,پادکست شلوارک | Shalvarak,2,93,
1271,4587319,,@_avayezendegi,1,17,
1272,2791472,9242180.0,اتنو |Ethno,12,190,4504287.0
1273,4504287,9242180.0,اتنو |Ethno,10,276,
1274,2102823,,حصار خیس,1,9,
1275,3320892,,وضعیت آخر,1,165,
1276,4826453,22905696.0,Days of Tomorrow  ||  پادکست فارسی روز های فردا,1,2,
1277,4110548,,Dharma Code,3,0,
1278,4409294,21880195.0,داستان‌نویسی و نویسندگی,30,379,
1279,3630384,,Deldele,1,0,
1280,3796099,,پرویز فتحی,1,1,
1281,4124071,,همصدایی امامین انقلاب,1,0,
1282,1418950,8520447.0,آواشو - AvaShow,5,38,
1283,2807989,,Divine Promise,3,2,
1284,3846282,,مراقبت‌های بعد از عمل,1,2,
1285,3795992,,استوریفای - Storify,1,15,
1286,4573863,,کتاب صوتی مارک وپلو,11,456,
1287,2736407,,پادکست مهدی صفایی,35,8,
1288,3784787,,حیات خلوت بورس,7,65,
1289,2095328,12384614.0,iSpot,10,20,
1290,2914408,,کرونا از کجا آمده؟,1,6,
1291,3650116,,Zahra,4,0,
1292,3847744,,kmumentoring,2,9,
1293,4779464,,Bultan | پادکست بولتن,54,22,
1294,4551131,,پادکست عجایب دنیای ما,1,361,
1295,4146019,,رادیو فانوس دریایی,1,9,
1296,2081482,,روزانه‌های ادریس,8,19,
1297,4099665,,New Words,1,0,
1298,3582548,,Ario story,11,0,
1299,3833543,,Skin N' Bones (Poost va Ostokhoon),7,1,
1300,3864265,20846122.0,Noora Rahro|کتاب صوتی نورا رهرو,43,122,
1301,5370972,,آناهيتا,1,0,
1302,3660340,,داستان های کوتاه,1,20,
1303,3600235,,صهبا ترابی,11,9,
1304,3396233,19900267.0,پادکست چرتکه,21,1102,
1305,3774356,21136433.0,پادکست فارسی زیرِلب | Zirelab,2,22,
1306,3322407,,طناز و شما,8,37,
1307,3747547,,زندگی نامه پروین اعتصامی,2,226,
1308,2620964,,تمرین رویارویی با هیجان,2,141,
1309,2792181,,حقوق مدنی دو,1,199,
1310,3509301,,حقوق مدنی دکتر شهبازی صوتی,1,282,
1311,3737545,19504526.0,shidcast شیدکست,1,665,
1312,2702373,,صدای دوست,1,4,
1313,2720706,18045894.0,پند پاد,15,393,
1314,2048161,,رادیو مالی - radio mali,8,413,
1315,3542853,20303718.0,Geodio | ژئودیو,4,77,
1316,3901815,,منظر: الگو، ادراک و فرآیند,2,187,
1317,3685871,,رر,1,0,
1318,4120244,,روز قدس,1,0,
1319,4120243,,روز قدس,1,1,
1320,4120241,,روز قدس,1,1,
1321,4120238,,روز قدس,1,0,
1322,4120239,,روز قدس,1,0,
1323,2430108,16116807.0,Kalami Q/A,130,610,
1324,3617038,,سرنوشتی شیرین (زهرا کریمی),6,3,
1325,4705048,16289396.0,پادکست رادیکال,1,59,
1326,2479990,14413365.0,ChandChand- چندچند,257,149,
1327,3829073,21242623.0,Tanine Omid ~ طنین امید,8,38,
1328,2063775,9685194.0,Radio parham| رادیو پرهام,49,9,2004376.0
1329,4257923,22473818.0,Hi Medit های مدیت | پادکست مدیتیشن | مراقبه| خواب عمیق,49,13256,
1330,4651364,,ABN Dari Discipelship,32,0,
1331,3791264,,رادیو شاهنامه,91,536,
1332,3619905,,Heart talk پادکست فارسی حرف دل,28,125,
1333,2947941,11097460.0,پادکست مانکن | Mancan Podcast,18,1017,5335821.0
1334,4159303,,هومکا,19,11,
1335,3462191,,Nastale,36,19,
1336,4902490,,گفت‌وگوهای آنلاین با طرفداران رشته افسانه جی. آر. آر. تالکین,9,156,
1337,4159213,,گفت‌وگوهای آنلاین با طرفداران رشته افسانه جی. آر. آر. تالکین,9,73,4902490.0
1338,4590323,,خودشناسی,25,75,
1339,3417486,,نعنا مشایخی,20,129,
1340,5043762,18914788.0,داستان‌های تاریخی,79,68,4659008.0
1341,4659008,18914788.0,داستان‌های تاریخی,79,33217,
1342,4634067,23209444.0,Radio Cafe Podcast - پادکست راديو کافه,26,543,
1343,4528553,,لانه خرگوش,25,95,
1344,2638887,,Khanesh,28,659,
1345,2373060,12819871.0,Aftab e Binesh | پادکست آفتاب بینش,63,71,
1346,4007550,17380199.0,نان روزانۀ ما,1001,78,
1347,4102661,,پادکست کوبه,7,29,
1348,2489482,,رادیو واج | radiovaj,11,174,
1349,3597036,,گوش کن باکس | gooshkonbox,70,52,
1350,3508504,20258131.0,Je-Tone  ژتون,17,377,
1351,3715259,,ما و آقای خمینی,147,30,
1352,5118797,8293859.0,پادکست اقتصادی سابات,12,476,
1353,3554280,8293859.0,پادکست اقتصادی سابات,12,377,5118797.0
1354,5466199,28931757.0,Lil Stories | داستان کافه‌ها,11,54,
1355,4553719,,ادبیات سوسیالیستی,33,166,
1356,3919241,,نان روزانه,166,12,
1357,2409006,14490442.0,شنیدستان پادکست صوتی + ناداستان Shenidastan,6,2152,
1358,2432318,,فرتاک Fartak,7,128,
1359,4650728,,پریشان حالی,23,5,
1360,5025729,,MiMdio...!,6,35,
1361,3660002,,اقتصاد ایران در گذار از بحران,32,725,
1362,3737715,,"Didar e Jaan - Zhaleh Alipour -دیدارجان"" پادکست روانشناسی و عرفانی ژاله علیپور""",48,1128,
1363,4966771,13473917.0,پادکست فارسی مینی بوس نامه / MinibusNameh /,14,19,2209142.0
1364,2209142,13473917.0,پادکست فارسی مینی بوس نامه / MinibusNameh /,14,5561,
1365,4772735,24695658.0,پادکست تئودوسیوس - Theodosius podcast,9,167,
1366,4016424,,! قصه قصه,49,1146,
1367,3131069,,Ladiitalk. پیشرفت فردی با من,254,692,
1368,3943108,21525272.0,قصه‌های شاهنامه,15,557,
1369,2568824,16185744.0,ebrambegoo,42,7,
1370,2435060,,ebrambegoo,28,40,
1371,2519453,,ebrambegoo,28,197,
1372,4162061,,RadioAdam رادیوآدم,10,80,
1373,3883842,,"Zahra Ebadifard(عیسی تنها راه زندگی ) , Jezus is de enige weg van het leven",58,63,
1374,4582582,23418336.0,بورسیه | Boursieh,6,19,
1375,4710365,20755519.0,Radio 13,7,6,
1376,2829354,18508772.0,رادیوبیز | Radiobizz | رادیو بیز,13,653,
1377,5033828,22200117.0,پادکست میوسن,45,74,5033924.0
1378,4161000,22200117.0,پادکست میوسن,45,41044,5033924.0
1379,4920209,25350947.0,رادیو مضمون,81,23399,
1380,4673673,,تهران360,28,22,
1381,4509408,,شهرزاد گفت,6,35,
1382,5210415,26248540.0,Curious Ali Shahed (علی شاهد کنجکاو),8,84,
1383,4738276,21205177.0,Ba Mammad,2,3,
1384,4893243,23391908.0,پادکست داستانی سریالی سیپینس,31,3820,
1385,4578350,23391908.0,پادکست داستانی سریالی سیپینس,31,426,4893243.0
1386,4779474,,Mamancast,14,53,
1387,5562231,31045923.0,پادکست مهاجرتی لانچ پد - Launchpad,4,74,
1388,4840481,25139251.0,رادیو بهی - Radio Behi,35,38408,
1389,4537963,,پادکست ایران آزادی,49,61,
1390,4663644,,خرگوش.کلاب,15,8,
1391,4937938,25642363.0,🔴 او کیست؟ 🔴,9,26,
1392,4606072,23547097.0,رادیو تراش,6,58,5394280.0
1393,2813483,,پادکست سروش | Soroushpodcast,20,45,
1394,3587922,,پادکست آموزش گرام,47,141,
1395,4906684,25419187.0,پادکست شخصی پوریا نیکان,13,7,
1396,3359492,,Siasefid Podcast | سیاسفید,17,1102,
1397,4703439,24181132.0,JERZ / پادکست معماری جرز,15,5109,
1398,4597269,,خبر ۸ - صدای آمریکا,294,47,
1399,3967022,,رادیوپت,17,44,
1400,4440514,,آدم های واقعی,18,114,
1401,3739875,21012501.0,باکس آفیس اواردز/Box Office Awards,21,202,
1402,4057965,,مجله پلاک ۵۲,86,96,
1403,3619182,,قورباغه,23,96,
1404,2069280,11804884.0,شاي حبق مع مرام,37,4437,
1405,3620186,20612537.0,Ardavan Anoosh,79,1925,
1406,5081407,25688493.0,داروچی,19,75,
1407,5036090,25688493.0,داروچی,2206,12,5081407.0
1408,4786850,24748259.0,Sports Whisper,10,43,
1409,2820981,18143592.0,پادکست اتاقک | Otaghak,32,2256,4907285.0
1410,4907285,18143592.0,پادکست اتاقک | Otaghak,32,5266,
1411,4964548,25811870.0,Shoa Cast | ویدئوکست و پادکست شعاع,44,1221,
1412,4845695,24903228.0,ArdaPodcast | آرداپادکست,22,1462,
1413,4636634,14979925.0,Radio binazmi | رادیو بی‌ نظمی,14,1248,4887835.0
1414,4887835,14979925.0,Radio binazmi | رادیو بی‌ نظمی,14,4316,
1415,5286365,27716204.0,پادکست یوگن,18,149,
1416,3806503,19790640.0,BETOCHET - به تو چت,0,10,
1417,3693096,,پادکست وبلاگ یک پزشک,3,154,
1418,4597270,,اخبار شبانگاهی - صدای آمریکا,869,17,
1419,5101366,24194970.0,داستان های کوتاه انگلیسی | English Story,52,13925,
1420,4656664,,رادیو محتوا,3,17,
1421,5559886,30946187.0,Fundamentals | بنیادی,3,0,
1422,4961546,,Kyrgyz,6,2,
1423,5025086,26452626.0,مشیریه: نامه‌ی تاریخ و حقوق,64,1176,
1424,5575281,,ordibehesht_podcast | رادیو اردیبهشت,3,22,
1425,4994001,26138281.0,Ravi Sho | پادکست فارسی راوی شو,11,5458,
1426,4952840,,Persian motivation,6,10,
1427,5002231,26248540.0,دیتاساینس با دکترشاهد و دکتر برونته (DsWithDr2),20,447,
1428,4495341,,رادیو غزال - پادکست گروه مشاوران کسب و کار غزال,24,82,
1429,4990843,26127631.0,صدای خیال (پادکست فیلم امروز),20,10130,
1430,4779470,26127631.0,صدای خیال (پادکست فیلم امروز),20,2839,4990843.0
1431,5246547,27437420.0,لیدوپاد / LIDOPOD,28,3647,
1432,4929427,25572178.0,رادیو گیبون / radio gibbon,15,229,
1433,2056661,,Shared Memories - خاطرات مشترک,0,3,
1434,2274434,15222135.0,پادکست فارسی رادیو اینجاست,4,220,
1435,4634792,,تلاطم دوران,1,0,
1436,2758393,,dailyhappykids,10,5,
1437,2634480,17442866.0,رادیو ئیواره,3,84,
1438,2401624,,New.vision,3,7,
1439,4732020,,رادیو انجمن,1,17,
1440,3153913,,Prisoner's Dilemma,2,0,
1441,3177373,,MoonStory,1,0,
1442,4044104,,اعمال رمضان الکریم,1,6,
1443,3231593,,Gamohalic,3,1,
1444,3559848,,RadioActive,1,3,
1445,4590856,,Dark1,2,0,
1446,3483604,,Between The Lines,4,2,
1447,2166619,14080860.0,شهرام بزرگمهر - التماس / Shahram Bozorgmehr - Eltemas,1,1,
1448,3465567,,Arbaeen,1,0,
1449,3581038,,سیسیل,3,0,
1450,3484565,,گلستان سعدی,2,25,
1451,2751452,,راهنمای انتخاب بهترین شرکت سمپاشی,2,2,
1452,3397910,,دُنیای‌شیخاص,1,1,
1453,3744410,,Balam...,3,9,
1454,3484995,,علی طاوسی,1,0,
1455,2916136,,Blue moon,2,0,
1456,2852314,,زایو,1,9,
1457,3237862,,خودآگاهى و خرد,1,17,
1458,4675945,,پارانوئید,2,9,
1459,3317799,,Ali Bom,1,1,
1460,4997560,26170434.0,Sholex Talk | شلکس تاک,1,8,
1461,3661022,,فارس,1,0,
1462,1299393,,Dollarisho| دلاری شو,2,32,
1463,4551669,,Ghasem,1,0,
1464,3123105,,خوبی,1,0,
1465,2831981,,Collective Truma ترومای جمعی,4,129,
1466,2677922,,عیب رندان,1,14,
1467,4120908,,ملت عشق,2,433,
1468,5675859,36079581.0,چن وخ یه بار,8,0,
1469,3434600,,انگیزشی 1,1,90,
1470,3849828,,یونس.حسینی,1,0,
1471,3504373,,فرار,2,1,
1472,5442661,,این گوشه,6,55,
1473,2936886,,سمت جدا,1,0,
1474,3549552,,بببیفبب,1,0,
1475,4048596,,Kjh,1,0,
1476,3500754,,تیزر برنامه تالر,1,0,
1477,3329118,,صدای سیب سرخ,13,18,
1478,3214192,,پادکست دهه شسط ( معرفی ) daher 60,1,5,
1479,4159959,,مجنون برای لیلی,7,27,
1480,4079502,,تبریک,1,1,
1481,3129611,,فرزند پروري,1,94,
1482,3775478,,Sedaesgh,1,0,
1483,4504953,18809319.0,کتاب صوتی خودباوری و اعتماد به نفس,6,63217,
1484,4623451,,غیر,1,0,
1485,3128389,,عرض ادب,1,1,
1486,3450117,,Bémol Podcast|پادکست فارسی بمل,1,19,
1487,3000781,,Vahedi,1,0,
1488,3894152,,Semiramis,1,0,
1489,4660465,,شعرهای سید تقی سیدی,1,25,
1490,4541484,,PQ6R,1,0,
1491,4531063,,دلبر جانم,3,9,
1492,5082938,,COZY SHOW,1,0,
1493,5658915,,3 Ta Goosh | سه تا گوش,2,0,
1494,3581500,20499517.0,پادکست مقالات پایگاه دانش می چند,7,5,
1495,4113230,,ماکست,2,5,
1496,5402699,25359126.0,کتابخانه نیمه شب- مت هیگ,13,244,
1497,5171301,,Stone Age عصر حجر ـ,8,922,
1498,3421430,17425205.0,پادکست جنایی مختومه پلاس,4,24395,
1499,2205937,14687776.0,BaziBaz | بازی باز,27,3988,
1500,4818935,25005637.0,رادیو فارسی وان - farsi1,68,134,
1501,3438987,,آموزش زبان انگلیسی نصرت,3,6371,
1502,2360532,15463033.0,پادکست فارسی پادوک | Podook,14,3757,
1503,4491835,26899294.0,تاریکخانه تاریخ,26,172,4498558.0
1504,4498558,26899294.0,تاریکخانه تاریخ,26,34000,
1505,3747602,,میانبر آرزوها,1,0,
1506,5102414,,رادیو هواداران استقلال,35,75,
1507,2420394,16032690.0,پادکست فارسی فرد و زوج,7,549,
1508,4193266,,ناز آرند,1,1,
1509,4446630,,Brand Architecture Podcast,1,3,
1510,5551706,30464257.0,آرشیو علی,3,72,
1511,5313738,23250574.0,Sedaye Mohajer | صدای مهاجر,28,38070,
1512,5408725,28522202.0,AudioBook.Persian,147,27,
1513,5349524,17869886.0,کافه ناکجا,5,341,
1514,4223942,,خشم و کنترل ان,1,847,
1515,2879010,17407048.0,درس گفتارهای قرآن - دکتر روزبه توسرکانی,383,579,4962847.0
1516,2274991,15227876.0,Bgluten | بی‌‌ گلوتن,7,2914,
1517,5162034,26990010.0,"(Women, Life, Freedom Radio) رادیو زن زندگی آزادی",15,520,
1518,4547410,,صداهنگ هیئت محبین الرقیه (س),4,2,
1519,3611745,,کافه افشین غفاری,1,3,
1520,2986895,18865561.0,سمفونی کتاب | Book Symphony,7,265,
1521,4181216,,صبح جادویی,3,158,
1522,2471748,15279644.0,افترپارتی با سینا,6,13,
1523,4758217,,ممنونم,1,1,
1524,3899016,,رادیو روان آرام | Radio Ravanaram,2,59,
1525,2434270,,جلسه اول دوره آموزشي فن بيان استاد محمد درخشنده,1,1559,
1526,2736669,,منطق فهم دینی، جلسه اول، استاد محمد سجادی,1,34,
1527,2791246,,Radio Stockmann,5,12,
1528,2717975,,Podcast M.D. | پادکست پزشکی ام دی,36,326,
1529,2700826,17922968.0,Avaa podcast,5,47,
1530,2706543,,Enshaye Norouzi | پادکست انشای نوروزی,5,16,
1531,986625,,سيرت فاطمه زهراء رضي الله عنها,1,7,
1532,2528797,,Ideacast,12,96,
